record_id,report_id,family_id,family_state,comparison_id,evidence_tier,source_taxon,source_rank,harmonized_taxon,harmonized_rank,target_taxon,mapping_state,direction,lineage_component,eligibility,source_location
EVM0111,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Dorea,genus,,,,unresolved_mapping,increased_in_AH,,unresolved_mapping,"FILE0027, PDF pages 4-5, Results and Figure 1D"
EVM0112,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Wolbachia,genus,,,,unresolved_mapping,increased_in_AH,,unresolved_mapping,"FILE0027, PDF pages 4-5, Results and Figure 1D"
EVM0113,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Rothia,genus,Rothia,genus,Rothia,exact_current_taxon,increased_in_AH,,eligible,"FILE0027, PDF pages 4-5, Results and Figure 1D"
EVM0114,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Actinobacteria,phylum,,,,unresolved_mapping,increased_in_AH,,ineligible_source_threshold,"FILE0027, PDF pages 4-5, Results and Figure 1C"
EVM0115,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Bacteroidetes,phylum,,,,unresolved_mapping,decreased_in_AH,,ineligible_source_threshold,"FILE0027, PDF pages 4-5, Results and Figure 1C"
EVM0116,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Actinomyces,genus,,,,unresolved_mapping,increased_in_AH,,unresolved_mapping,"FILE0027, PDF pages 4-5, Results and Figure 1C"
EVM0117,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Rothia,genus,Rothia,genus,Rothia,exact_current_taxon,increased_in_AH,,eligible,"FILE0027, PDF pages 4-5, Results and Figure 1C"
EVM0118,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Bifidobacterium,genus,Bifidobacterium,genus,Bifidobacterium,exact_current_taxon,increased_in_AH,,eligible,"FILE0027, PDF pages 4-5, Results and Figure 1C"
EVM0119,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Haemophilus,genus,,,,unresolved_mapping,increased_in_AH,,unresolved_mapping,"FILE0027, PDF pages 4-5, Results and Figure 1C"
EVM0120,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Enterobacteriaceae,family,,,,unresolved_mapping,increased_in_AH,,ineligible_source_threshold,"FILE0027, PDF pages 4-5, Results and Figure 1C"
EVM0121,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Bilophila,genus,,,,unresolved_mapping,decreased_in_AH,,unresolved_mapping,"FILE0027, PDF pages 4-5, Results and Figure 1C"
EVM0122,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Parabacteroides,genus,,,,unresolved_mapping,decreased_in_AH,,unresolved_mapping,"FILE0027, PDF pages 4-5, Results and Figure 1C"
EVM0123,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Oscillospira,genus,,,,unresolved_mapping,decreased_in_AH,,unresolved_mapping,"FILE0027, PDF pages 4-5, Results and Figure 1C"
EVM0124,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Christensenellaceae,family,,,,unresolved_mapping,decreased_in_AH,,ineligible_source_threshold,"FILE0027, PDF pages 4-5, Results and Figure 1C"
EVM0125,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Lactobacillus,genus,,,,unresolved_mapping,increased_in_AH,,unresolved_mapping,"FILE0027, PDF pages 4-5, Results and Figure 1C"
EVM0126,RPT0010,COH0006,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Lactococcus,genus,,,,unresolved_mapping,increased_in_AH,,unresolved_mapping,"FILE0027, PDF pages 4-5, Results and Figure 1C"
EVM0127,RPT0012,COH0007,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Mogibacteriaceae_g,unclassified_genus_level,,,,unresolved_mapping,decreased_in_AH,,ineligible_source_threshold,"FILE0029, PDF page 8, Figure 4"
EVM0128,RPT0012,COH0007,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Rikenellaceae_g,unclassified_genus_level,,,,unresolved_mapping,decreased_in_AH,,ineligible_source_threshold,"FILE0029, PDF page 8, Figure 4"
EVM0129,RPT0012,COH0007,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,RF32_g,unclassified_genus_level,,,,unresolved_mapping,decreased_in_AH,,ineligible_source_threshold,"FILE0029, PDF page 8, Figure 4"
EVM0130,RPT0012,COH0007,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Bifidobacterium,genus,Bifidobacterium,genus,Bifidobacterium,exact_current_taxon,increased_in_AH,,eligible,"FILE0029, PDF page 8, Figure 4"
EVM0131,RPT0012,COH0007,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Rothia,genus,Rothia,genus,Rothia,exact_current_taxon,increased_in_AH,,eligible,"FILE0029, PDF page 8, Figure 4"
EVM0132,RPT0012,COH0007,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Aggregatibacter,genus,,,,unresolved_mapping,increased_in_AH,,unresolved_mapping,"FILE0029, PDF page 8, Figure 4"
EVM0133,RPT0020,COH0008,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Bifidobacteria,targeted_bacterial_group,,,,unresolved_mapping,increased_in_AH,,ineligible_source_threshold,"FILE0038, PDF page 2, Results and Figure 1A"
EVM0134,RPT0020,COH0008,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Streptococci,targeted_bacterial_group,,,,unresolved_mapping,increased_in_AH,,ineligible_source_threshold,"FILE0038, PDF page 2, Results and Figure 1A"
EVM0135,RPT0020,COH0008,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Enterobacteria,targeted_bacterial_group,,,,unresolved_mapping,increased_in_AH,,ineligible_source_threshold,"FILE0038, PDF page 2, Results and Figure 1A"
EVM0136,RPT0020,COH0008,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Atopobium,genus,,,,unresolved_mapping,decreased_in_AH,,ineligible_source_threshold,"FILE0038, PDF page 2, Results and Figure 1A"
EVM0137,RPT0020,COH0008,cohort_family,alcohol_exposed_non_AH,alcohol_exposed_corroboration,Clostridium leptum,targeted_species_group,,,,unresolved_mapping,not_a_group_direction,,ineligible_source_threshold,"FILE0038, PDF page 2, Results and Figure 1B"
