minimum_support,maximum_opposition,target_taxon,selected_direction,signal_classification,family_count,conflict_family_count,direction_counts_json,policy_hash
1,2,Veillonella,increased_in_hcc,retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",22ccd5cb4c0f45a5e83ef951269d972c8016dd3399cc65dc1d44b43d5e1fd981
2,0,Acidaminococcus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Acinetobacter,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Actinomyces,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Alloprevotella,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Anaerostipes,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Anaerotruncus,,not_retained,2,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Atopobium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Blautia,increased_in_hcc,retained,2,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":2}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Butyricimonas,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Cetobacterium,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Cloacibacillus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Clostridium XIVa,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Coprobacillus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Desulfococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Enterobacter,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Enterococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Eubacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Eubacterium ventriosum group,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Fusobacterium,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Gemmiger,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Haemophilus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Holdemania,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Lachnospira,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Lachnospiraceae UCG-001,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Lactobacillus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Lactococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Leptotrichia,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Megamonas,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Methanobrevibacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Neisseria,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Odoribacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Oribacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Paraprevotella,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Phascolarctobacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Prevotella,increased_in_hcc,retained,2,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":2}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Pyramidobacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Raoultella,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Rothia,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Ruminococcus 2,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Sarcina,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Selenomonas,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Streptococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Turicibacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,0,Veillonella,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",be83edd85173b80836df62177bba3ecc92f880b000f8df3289132f8dda567090
2,1,Acidaminococcus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Acinetobacter,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Actinomyces,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Alloprevotella,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Anaerostipes,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Anaerotruncus,,not_retained,2,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Atopobium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Blautia,increased_in_hcc,retained,2,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":2}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Butyricimonas,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Cetobacterium,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Cloacibacillus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Clostridium XIVa,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Coprobacillus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Desulfococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Enterobacter,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Enterococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Eubacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Eubacterium ventriosum group,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Fusobacterium,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Gemmiger,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Haemophilus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Holdemania,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Lachnospira,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Lachnospiraceae UCG-001,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Lactobacillus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Lactococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Leptotrichia,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Megamonas,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Methanobrevibacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Neisseria,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Odoribacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Oribacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Paraprevotella,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Phascolarctobacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Prevotella,increased_in_hcc,retained,2,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":2}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Pyramidobacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Raoultella,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Rothia,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Ruminococcus 2,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Sarcina,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Selenomonas,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Streptococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Turicibacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,1,Veillonella,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",4dc764156224b1fded82f3569c22b1fd917933e169b67c6f10f6c966118642a5
2,2,Acidaminococcus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Acinetobacter,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Actinomyces,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Alloprevotella,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Anaerostipes,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Anaerotruncus,,not_retained,2,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Atopobium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Blautia,increased_in_hcc,retained,2,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":2}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Butyricimonas,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Cetobacterium,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Cloacibacillus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Clostridium XIVa,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Coprobacillus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Desulfococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Enterobacter,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Enterococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Eubacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Eubacterium ventriosum group,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Fusobacterium,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Gemmiger,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Haemophilus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Holdemania,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Lachnospira,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Lachnospiraceae UCG-001,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Lactobacillus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Lactococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Leptotrichia,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Megamonas,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Methanobrevibacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Neisseria,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Odoribacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Oribacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Paraprevotella,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Phascolarctobacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Prevotella,increased_in_hcc,retained,2,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":2}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Pyramidobacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Raoultella,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Rothia,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Ruminococcus 2,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Sarcina,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Selenomonas,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Streptococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Turicibacter,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
2,2,Veillonella,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",604fca11771f722406605cc502283698ff53bb7db86bb7ea9347f0936f273378
3,0,Acidaminococcus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Acinetobacter,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Actinomyces,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Alloprevotella,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Anaerostipes,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Anaerotruncus,,not_retained,2,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Atopobium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Blautia,,not_retained,2,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":2}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Butyricimonas,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Cetobacterium,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Cloacibacillus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Clostridium XIVa,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Coprobacillus,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Desulfococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Enterobacter,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Enterococcus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Eubacterium,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Eubacterium ventriosum group,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Fusobacterium,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Gemmiger,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Haemophilus,,not_retained,1,0,"{""decreased_in_hcc"":0,""increased_in_hcc"":1}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
3,0,Holdemania,,not_retained,1,0,"{""decreased_in_hcc"":1,""increased_in_hcc"":0}",eeea29b57580fbc8af890380825f720177e9911a3c7b0750eb62ee6aa077cf04
