arm,strict_association_rows,strict_publications,strict_diseases,strict_taxa,unique_experiment_identifiers,experiment_identifier_reuse_count,experiment_level_explicit_family_rows,experiment_level_family_determinability_rate,quantitative_recurrence_rows,family_indeterminate_abstention_rows,family_indeterminate_abstention_rate,publications_with_any_accession,publication_accession_presence_rate,interpretation
disbiome,5011,547,191,881,5011,0,0,0.0,0,5011,1.0,144,0.263254113345521,experiment_id_is_unique_per_association_row_and_does_not_define_a_repeated_experiment_family; publication_id_is_evaluated_separately_as_a_declared_proxy
